"zip","city","county","stateCode","population","state"
32693,"Trenton","Gilchrist County","FL",11426,"Florida"
32754,"Mims","Brevard County","FL",11399,"Florida"
33316,"Fort Lauderdale","Broward County","FL",11304,"Florida"
33592,"Thonotosassa","Hillsborough County","FL",11275,"Florida"
33966,"Fort Myers","Lee County","FL",11236,"Florida"
34103,"Naples","Collier County","FL",11214,"Florida"
33875,"Sebring","Highlands County","FL",11129,"Florida"
33473,"Boynton Beach","Palm Beach County","FL",11107,"Florida"
33859,"Lake Wales","Polk County","FL",11081,"Florida"
33982,"Punta Gorda","Charlotte County","FL",11067,"Florida"
32046,"Hilliard","Nassau County","FL",11042,"Florida"
32833,"Orlando","Orange County","FL",10995,"Florida"
32820,"Orlando","Orange County","FL",10927,"Florida"
32148,"Interlachen","Putnam County","FL",10923,"Florida"
32501,"Pensacola","Escambia County","FL",10908,"Florida"
33480,"Palm Beach","Palm Beach County","FL",10853,"Florida"
33843,"Frostproof","Polk County","FL",10790,"Florida"
34637,"Land O'Lakes","Pasco County","FL",10784,"Florida"
34102,"Naples","Collier County","FL",10767,"Florida"
34996,"Stuart","Martin County","FL",10755,"Florida"
32446,"Marianna","Jackson County","FL",10676,"Florida"
32680,"Old Town","Dixie County","FL",10622,"Florida"
34448,"Homosassa","Citrus County","FL",10607,"Florida"
32579,"Shalimar","Okaloosa County","FL",10596,"Florida"
32784,"Umatilla","Marion County","FL",10545,"Florida"
33050,"Marathon","Monroe County","FL",10520,"Florida"
32409,"Panama City","Bay County","FL",10518,"Florida"
33955,"Punta Gorda","Charlotte County","FL",10397,"Florida"
33954,"Port Charlotte","Charlotte County","FL",10393,"Florida"
32169,"New Smyrna Beach","Volusia County","FL",10383,"Florida"
32640,"Hawthorne","Alachua County","FL",10360,"Florida"
33540,"Zephyrhills","Pasco County","FL",10282,"Florida"
32340,"Madison","Madison County","FL",10213,"Florida"
32038,"Fort White","Columbia County","FL",10208,"Florida"
34453,"Inverness","Citrus County","FL",10108,"Florida"
34450,"Inverness","Citrus County","FL",10005,"Florida"
34434,"Dunnellon","Citrus County","FL",9981,"Florida"
32920,"Cape Canaveral","Brevard County","FL",9961,"Florida"
33947,"Rotonda West","Charlotte County","FL",9927,"Florida"
34956,"Indiantown","Martin County","FL",9531,"Florida"
32814,"Orlando","Orange County","FL",9500,"Florida"
32561,"Gulf Breeze","Escambia County","FL",9495,"Florida"
34429,"Crystal River","Citrus County","FL",9448,"Florida"
32110,"Bunnell","Flagler County","FL",9424,"Florida"
32976,"Sebastian","Brevard County","FL",9310,"Florida"
33449,"Lake Worth","Palm Beach County","FL",9301,"Florida"
34428,"Crystal River","Citrus County","FL",9175,"Florida"
33931,"Fort Myers Beach","Lee County","FL",9150,"Florida"
34688,"Tarpon Springs","Pinellas County","FL",9074,"Florida"
34607,"Spring Hill","Hernando County","FL",9061,"Florida"
34602,"Brooksville","Hernando County","FL",9024,"Florida"
33128,"Miami","Miami-Dade County","FL",8989,"Florida"
33850,"Lake Alfred","Polk County","FL",8876,"Florida"
32612,"Gainesville","Alachua County","FL",8795,"Florida"
34614,"Brooksville","Hernando County","FL",8794,"Florida"
33597,"Webster","Sumter County","FL",8759,"Florida"
32550,"Miramar Beach","Walton County","FL",8722,"Florida"
32234,"Jacksonville","Duval County","FL",8692,"Florida"
33194,"Miami","Miami-Dade County","FL",8617,"Florida"
32626,"Chiefland","Levy County","FL",8552,"Florida"
32179,"Ocklawaha","Marion County","FL",8523,"Florida"
34431,"Dunnellon","Marion County","FL",8448,"Florida"
33841,"Fort Meade","Polk County","FL",8440,"Florida"
32136,"Flagler Beach","Flagler County","FL",8349,"Florida"
32204,"Jacksonville","Duval County","FL",8270,"Florida"
32440,"Graceville","Jackson County","FL",8239,"Florida"
32040,"Glen Saint Mary","Baker County","FL",8235,"Florida"
34433,"Dunnellon","Citrus County","FL",8128,"Florida"
32618,"Archer","Alachua County","FL",8111,"Florida"
34291,"North Port","Sarasota County","FL",8104,"Florida"
32052,"Jasper","Hamilton County","FL",8053,"Florida"
32132,"Edgewater","Volusia County","FL",8012,"Florida"
32112,"Crescent City","Putnam County","FL",8002,"Florida"
34949,"Fort Pierce","St. Lucie County","FL",7993,"Florida"
32124,"Daytona Beach","Volusia County","FL",7992,"Florida"
33715,"Saint Petersburg","Pinellas County","FL",7876,"Florida"
32465,"Wewahitchka","Gulf County","FL",7846,"Florida"
34436,"Floral City","Citrus County","FL",7846,"Florida"
32456,"Port Saint Joe","Gulf County","FL",7775,"Florida"
33031,"Homestead","Miami-Dade County","FL",7692,"Florida"
32064,"Live Oak","Suwannee County","FL",7641,"Florida"
33548,"Lutz","Hillsborough County","FL",7639,"Florida"
34242,"Sarasota","Sarasota County","FL",7602,"Florida"
34229,"Osprey","Sarasota County","FL",7575,"Florida"
32448,"Marianna","Jackson County","FL",7561,"Florida"
32424,"Blountstown","Calhoun County","FL",7516,"Florida"
34228,"Longboat Key","Sarasota County","FL",7479,"Florida"
33767,"Clearwater Beach","Pinellas County","FL",7458,"Florida"
33953,"Port Charlotte","Charlotte County","FL",7347,"Florida"
34251,"Myakka City","Manatee County","FL",7324,"Florida"
33920,"Alva","Lee County","FL",7250,"Florida"
32531,"Baker","Okaloosa County","FL",7235,"Florida"
32134,"Fort McCoy","Marion County","FL",7076,"Florida"
32347,"Perry","Taylor County","FL",7052,"Florida"
33476,"Pahokee","Palm Beach County","FL",6999,"Florida"
33042,"Summerland Key","Monroe County","FL",6990,"Florida"
34753,"Mascotte","Lake County","FL",6985,"Florida"
32066,"Mayo","Lafayette County","FL",6875,"Florida"
32603,"Gainesville","Alachua County","FL",6855,"Florida"
33471,"Moore Haven","Glades County","FL",6759,"Florida"
32266,"Neptune Beach","Duval County","FL",6743,"Florida"
34981,"Fort Pierce","St. Lucie County","FL",6703,"Florida"
33158,"Miami","Miami-Dade County","FL",6536,"Florida"
32435,"Defuniak Springs","Walton County","FL",6525,"Florida"
33620,"Tampa","Hillsborough County","FL",6451,"Florida"
33957,"Sanibel","Lee County","FL",6420,"Florida"
32730,"Casselberry","Seminole County","FL",6410,"Florida"
32202,"Jacksonville","Duval County","FL",6393,"Florida"
33834,"Bowling Green","Hardee County","FL",6371,"Florida"
32008,"Branford","Lafayette County","FL",6338,"Florida"
32666,"Melrose","Putnam County","FL",6313,"Florida"
33876,"Sebring","Highlands County","FL",6188,"Florida"
32466,"Youngstown","Bay County","FL",6167,"Florida"
33576,"San Antonio","Pasco County","FL",6076,"Florida"
32948,"Fellsmere","Indian River County","FL",6032,"Florida"
32321,"Bristol","Liberty County","FL",5995,"Florida"
34946,"Fort Pierce","St. Lucie County","FL",5825,"Florida"
33070,"Tavernier","Monroe County","FL",5717,"Florida"
34945,"Fort Pierce","St. Lucie County","FL",5608,"Florida"
33538,"Lake Panasoffkee","Sumter County","FL",5599,"Florida"
32130,"De Leon Springs","Volusia County","FL",5561,"Florida"
32145,"Hastings","St. Johns County","FL",5553,"Florida"
32565,"Jay","Santa Rosa County","FL",5515,"Florida"
32535,"Century","Escambia County","FL",5510,"Florida"
32460,"Sneads","Jackson County","FL",5488,"Florida"
32113,"Citra","Marion County","FL",5386,"Florida"
32621,"Bronson","Levy County","FL",5332,"Florida"
34269,"Arcadia","DeSoto County","FL",5274,"Florida"
32686,"Reddick","Marion County","FL",5273,"Florida"
32087,"Sanderson","Baker County","FL",5240,"Florida"
32628,"Cross City","Dixie County","FL",5235,"Florida"
33838,"Dundee","Polk County","FL",5226,"Florida"
32735,"Grand Island","Lake County","FL",5190,"Florida"
32352,"Quincy","Gadsden County","FL",5143,"Florida"
32668,"Morriston","Levy County","FL",5115,"Florida"
32189,"Satsuma","Putnam County","FL",5108,"Florida"
32732,"Geneva","Seminole County","FL",5104,"Florida"
33762,"Clearwater","Pinellas County","FL",5103,"Florida"
34484,"Oxford","Sumter County","FL",5090,"Florida"
33493,"South Bay","Palm Beach County","FL",5035,"Florida"
32508,"Pensacola","Escambia County","FL",5015,"Florida"
32619,"Bell","Gilchrist County","FL",5004,"Florida"
32180,"Pierson","Volusia County","FL",5000,"Florida"
32324,"Chattahoochee","Gadsden County","FL",4981,"Florida"
33785,"Indian Rocks Beach","Pinellas County","FL",4871,"Florida"
32438,"Fountain","Bay County","FL",4858,"Florida"
32567,"Laurel Hill","Okaloosa County","FL",4837,"Florida"
32331,"Greenville","Madison County","FL",4830,"Florida"
33890,"Zolfo Springs","Hardee County","FL",4821,"Florida"
32033,"Elkton","St. Johns County","FL",4704,"Florida"
34289,"North Port","Sarasota County","FL",4692,"Florida"
32950,"Malabar","Brevard County","FL",4666,"Florida"
34773,"Saint Cloud","Osceola County","FL",4647,"Florida"
32058,"Lawtey","Bradford County","FL",4607,"Florida"
33043,"Big Pine Key","Monroe County","FL",4547,"Florida"
32617,"Anthony","Marion County","FL",4525,"Florida"
32431,"Cottondale","Jackson County","FL",4515,"Florida"
34734,"Gotha","Orange County","FL",4502,"Florida"
32131,"East Palatka","Putnam County","FL",4381,"Florida"
32667,"Micanopy","Alachua County","FL",4334,"Florida"
32577,"Molino","Escambia County","FL",4313,"Florida"
32322,"Carrabelle","Franklin County","FL",4253,"Florida"
32455,"Ponce De Leon","Walton County","FL",4239,"Florida"
33922,"Bokeelia","Lee County","FL",4235,"Florida"
34756,"Montverde","Lake County","FL",4065,"Florida"
32580,"Valparaiso","Okaloosa County","FL",4038,"Florida"
32421,"Altha","Calhoun County","FL",3929,"Florida"
34201,"Bradenton","Manatee County","FL",3912,"Florida"
32502,"Pensacola","Escambia County","FL",3887,"Florida"
34737,"Howey In The Hills","Lake County","FL",3862,"Florida"
32542,"Eglin Afb","Okaloosa County","FL",3841,"Florida"
32442,"Grand Ridge","Jackson County","FL",3795,"Florida"
33965,"Fort Myers","Lee County","FL",3793,"Florida"
34217,"Bradenton Beach","Manatee County","FL",3719,"Florida"
32094,"Wellborn","Suwannee County","FL",3718,"Florida"
32328,"Eastpoint","Franklin County","FL",3716,"Florida"
32320,"Apalachicola","Franklin County","FL",3707,"Florida"
32053,"Jennings","Hamilton County","FL",3706,"Florida"
33839,"Eagle Lake","Polk County","FL",3649,"Florida"
33036,"Islamorada","Monroe County","FL",3620,"Florida"
32568,"McDavid","Escambia County","FL",3610,"Florida"
32009,"Bryceville","Nassau County","FL",3582,"Florida"
32744,"Lake Helen","Volusia County","FL",3544,"Florida"
32343,"Midway","Gadsden County","FL",3517,"Florida"
34449,"Inglis","Levy County","FL",3510,"Florida"
32227,"Jacksonville","Duval County","FL",3497,"Florida"
33956,"Saint James City","Lee County","FL",3494,"Florida"
32464,"Westville","Holmes County","FL",3461,"Florida"
32462,"Vernon","Washington County","FL",3417,"Florida"
34705,"Astatula","Lake County","FL",3306,"Florida"
32071,"O'Brien","Suwannee County","FL",3219,"Florida"
32195,"Weirsdale","Marion County","FL",3183,"Florida"
32181,"Pomona Park","Putnam County","FL",3163,"Florida"
32767,"Paisley","Lake County","FL",3040,"Florida"
32096,"White Springs","Columbia County","FL",2875,"Florida"
32443,"Greenwood","Jackson County","FL",2850,"Florida"
33306,"Fort Lauderdale","Broward County","FL",2767,"Florida"
32420,"Alford","Jackson County","FL",2712,"Florida"
33946,"Placida","Charlotte County","FL",2704,"Florida"
32759,"Oak Hill","Volusia County","FL",2683,"Florida"
32764,"Osteen","Volusia County","FL",2642,"Florida"
32059,"Lee","Madison County","FL",2641,"Florida"
32949,"Grant","Brevard County","FL",2609,"Florida"
32461,"Inlet Beach","Walton County","FL",2589,"Florida"
33514,"Center Hill","Sumter County","FL",2582,"Florida"
33827,"Babson Park","Polk County","FL",2513,"Florida"
32702,"Altoona","Lake County","FL",2490,"Florida"
32798,"Zellwood","Orange County","FL",2437,"Florida"
32445,"Malone","Jackson County","FL",2415,"Florida"
32831,"Orlando","Orange County","FL",2414,"Florida"
32083,"Raiford","Union County","FL",2392,"Florida"
32564,"Holt","Santa Rosa County","FL",2350,"Florida"
32346,"Panacea","Wakulla County","FL",2326,"Florida"
32544,"Hurlburt Field","Okaloosa County","FL",2315,"Florida"
33621,"Tampa","Hillsborough County","FL",2309,"Florida"
32026,"Raiford","Union County","FL",2269,"Florida"
32102,"Astor","Lake County","FL",2224,"Florida"
32044,"Hampton","Bradford County","FL",2026,"Florida"
32694,"Waldo","Alachua County","FL",1992,"Florida"
33122,"Miami","Miami-Dade County","FL",1873,"Florida"
32212,"Jacksonville","Duval County","FL",1872,"Florida"
32062,"McAlpin","Suwannee County","FL",1783,"Florida"
32190,"Seville","Volusia County","FL",1774,"Florida"
32140,"Florahome","Putnam County","FL",1727,"Florida"
32307,"Tallahassee","Leon County","FL",1713,"Florida"
32622,"Brooker","Bradford County","FL",1712,"Florida"
33574,"Saint Leo","Pasco County","FL",1651,"Florida"
32625,"Cedar Key","Levy County","FL",1628,"Florida"
32334,"Hosford","Liberty County","FL",1611,"Florida"
32925,"Patrick Afb","Brevard County","FL",1606,"Florida"
33786,"Belleair Beach","Pinellas County","FL",1579,"Florida"
32350,"Pinetta","Madison County","FL",1563,"Florida"
32306,"Tallahassee","Leon County","FL",1547,"Florida"
32709,"Christmas","Orange County","FL",1545,"Florida"
32358,"Sopchoppy","Wakulla County","FL",1521,"Florida"
32147,"Hollister","Putnam County","FL",1427,"Florida"
32336,"Lamont","Taylor County","FL",1370,"Florida"
33585,"Sumterville","Sumter County","FL",1352,"Florida"
34797,"Yalaha","Lake County","FL",1304,"Florida"
32187,"San Mateo","Putnam County","FL",1221,"Florida"
33857,"Lorida","Highlands County","FL",1160,"Florida"
32511,"Pensacola","Escambia County","FL",1145,"Florida"
32193,"Welaka","Putnam County","FL",1122,"Florida"
32427,"Caryville","Washington County","FL",1111,"Florida"
32332,"Gretna","Gadsden County","FL",1097,"Florida"
34138,"Chokoloskee","Collier County","FL",1061,"Florida"
32449,"Wewahitchka","Calhoun County","FL",1037,"Florida"
32359,"Steinhatchee","Dixie County","FL",1007,"Florida"
34681,"Crystal Beach","Pinellas County","FL",994,"Florida"
33930,"Felda","Hendry County","FL",993,"Florida"
33851,"Lake Hamilton","Polk County","FL",988,"Florida"
34760,"Oakland","Orange County","FL",978,"Florida"
34216,"Anna Maria","Manatee County","FL",924,"Florida"
32157,"Lake Como","Putnam County","FL",876,"Florida"
32423,"Bascom","Jackson County","FL",872,"Florida"
33865,"Ona","Hardee County","FL",866,"Florida"
32426,"Campbellton","Jackson County","FL",826,"Florida"
33109,"Miami Beach","Miami-Dade County","FL",792,"Florida"
32139,"Georgetown","Putnam County","FL",791,"Florida"
33521,"Coleman","Sumter County","FL",788,"Florida"
34739,"Kenansville","Osceola County","FL",782,"Florida"
32330,"Greensboro","Gadsden County","FL",757,"Florida"
32403,"Panama City","Bay County","FL",746,"Florida"
32133,"Eastlake Weir","Marion County","FL",732,"Florida"
32430,"Clarksville","Calhoun County","FL",732,"Florida"
33921,"Boca Grande","Lee County","FL",726,"Florida"
33849,"Kathleen","Polk County","FL",713,"Florida"
34215,"Cortez","Manatee County","FL",683,"Florida"
33051,"Key Colony Beach","Monroe County","FL",650,"Florida"
34498,"Yankeetown","Levy County","FL",629,"Florida"
32437,"Ebro","Washington County","FL",620,"Florida"
33438,"Canal Point","Martin County","FL",609,"Florida"
33960,"Venus","Highlands County","FL",581,"Florida"
33858,"Loughman","Polk County","FL",573,"Florida"
33848,"Intercession City","Osceola County","FL",549,"Florida"
34268,"Nocatee","DeSoto County","FL",508,"Florida"
34250,"Terra Ceia","Manatee County","FL",495,"Florida"
33854,"Lakeshore","Polk County","FL",446,"Florida"
32079,"Penney Farms","Clay County","FL",439,"Florida"
32509,"Pensacola","Escambia County","FL",428,"Florida"
32410,"Mexico Beach","Bay County","FL",412,"Florida"
33503,"Balm","Hillsborough County","FL",401,"Florida"
33847,"Homeland","Polk County","FL",374,"Florida"
32631,"Earleton","Alachua County","FL",370,"Florida"
34137,"Copeland","Collier County","FL",369,"Florida"
32658,"La Crosse","Alachua County","FL",354,"Florida"
33001,"Long Key","Monroe County","FL",340,"Florida"
34762,"The Villages","Lake County","FL",319,"Florida"
32648,"Horseshoe Beach","Dixie County","FL",316,"Florida"
32683,"Otter Creek","Levy County","FL",310,"Florida"
32361,"Wacissa","Jefferson County","FL",297,"Florida"
33856,"Nalcrest","Polk County","FL",297,"Florida"
32355,"Saint Marks","Wakulla County","FL",291,"Florida"
32681,"Orange Lake","Marion County","FL",288,"Florida"
32664,"McIntosh","Marion County","FL",285,"Florida"
33877,"Waverly","Polk County","FL",269,"Florida"
32639,"Gulf Hammock","Levy County","FL",261,"Florida"
32970,"Wabasso","Indian River County","FL",252,"Florida"
34661,"Nobleton","Hernando County","FL",250,"Florida"
32228,"Jacksonville","Duval County","FL",224,"Florida"
33944,"Palmdale","Glades County","FL",186,"Florida"
32697,"Worthington Springs","Union County","FL",185,"Florida"
33924,"Captiva","Lee County","FL",161,"Florida"
32463,"Wausau","Washington County","FL",158,"Florida"
34140,"Goodland","Collier County","FL",155,"Florida"
34679,"Aripeka","Pasco County","FL",144,"Florida"
34139,"Everglades City","Collier County","FL",143,"Florida"
33855,"Indian Lake Estates","Polk County","FL",126,"Florida"
32616,"Alachua","Alachua County","FL",123,"Florida"
32013,"Day","Lafayette County","FL",117,"Florida"
32323,"Lanark Village","Franklin County","FL",104,"Florida"
32360,"Telogia","Liberty County","FL",98,"Florida"
32692,"Suwannee","Dixie County","FL",88,"Florida"
32337,"Lloyd","Jefferson County","FL",81,"Florida"
32356,"Salem","Taylor County","FL",79,"Florida"
33867,"River Ranch","Polk County","FL",76,"Florida"
34141,"Ochopee","Collier County","FL",74,"Florida"
33744,"Bay Pines","Pinellas County","FL",71,"Florida"
32061,"Lulu","Columbia County","FL",59,"Florida"
33835,"Bradley","Polk County","FL",57,"Florida"
34267,"Fort Ogden","DeSoto County","FL",56,"Florida"
32830,"Orlando","Orange County","FL",49,"Florida"
32530,"Bagdad","Santa Rosa County","FL",38,"Florida"
32072,"Olustee","Baker County","FL",37,"Florida"
34729,"Ferndale","Lake County","FL",36,"Florida"
32182,"Orange Springs","Marion County","FL",30,"Florida"
32610,"Gainesville","Alachua County","FL",25,"Florida"
32634,"Fairfield","Marion County","FL",19,"Florida"
33530,"Durant","Hillsborough County","FL",18,"Florida"
32192,"Sparr","Marion County","FL",0,"Florida"
32203,"Jacksonville","Duval County","FL",0,"Florida"
32214,"Jacksonville","Duval County","FL",0,"Florida"
32313,"Tallahassee","Leon County","FL",0,"Florida"
32399,"Tallahassee","Leon County","FL",0,"Florida"
32432,"Cypress","Jackson County","FL",0,"Florida"
32512,"Pensacola","Escambia County","FL",0,"Florida"
32723,"Deland","Volusia County","FL",0,"Florida"
32768,"Plymouth","Orange County","FL",0,"Florida"
32775,"Scottsmoor","Brevard County","FL",0,"Florida"
32899,"Orlando","Brevard County","FL",0,"Florida"
32959,"Sharpes","Brevard County","FL",0,"Florida"
33022,"Hollywood","Broward County","FL",0,"Florida"
33039,"Homestead","Miami-Dade County","FL",0,"Florida"
33101,"Miami","Miami-Dade County","FL",0,"Florida"
33388,"Plantation","Broward County","FL",0,"Florida"
33550,"Mango","Hillsborough County","FL",0,"Florida"
33840,"Eaton Park","Polk County","FL",0,"Florida"
34101,"Naples","Collier County","FL",0,"Florida"
34445,"Holder","Citrus County","FL",0,"Florida"
34487,"Homosassa","Citrus County","FL",0,"Florida"